id,username,nome_completo,bio,cargo,sexo,raca,estado,partido,ideologia,seguidores,status_monitoramento,atualizado_em,ultima_pesquisa_id
cb9222c3-462e-4882-86ad-3f5359ebfd2f,renatocasagrandeoficial,Renato Casagrande,Governador do Espírito Santo.,Governador,Masculino,Branca,ES,PSB,Centro-Esquerda,242569,Ativo,2026-05-01 20:10:20.03563+00,
b10db511-8b15-44f7-98e7-8b1205fff2d4,leilabarrosbrasiloficial,Leila Barros,Perfil político em monitoramento.,Pré-candidato,Feminino,Não Informado,DF,Não Informado,Não Informada,0,Ativo,2026-05-01 20:10:01.066516+00,
da83658c-3d93-431c-b4d2-fba22cbd75bb,rogeriorossooficial,Rogério Rosso,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,DF,Não Informado,Não Informada,0,Ativo,2026-05-01 20:09:42.078564+00,
1920beff-5ed9-4592-96db-9c63e0c35aba,ibaneisrochaoficial,Ibaneis Rocha,Governador do Distrito Federal.,Pré-candidato,Masculino,Branca,DF,MDB,Centro-Direita,3,Ativo,2026-05-01 20:09:23.104335+00,
6c7a7c29-8bf6-4e73-95a4-d8f39110d99f,celinaleaooficial,Celina Leão,Perfil político em monitoramento.,Vice-Governadora,Feminino,Não Informado,DF,Não Informado,Não Informada,0,Ativo,2026-05-01 20:09:04.004121+00,
4bb7d055-8047-49b1-9104-a898d18cf17a,robertoclaudiooficial,Roberto Cláudio,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,CE,Não Informado,Não Informada,332679,Ativo,2026-05-01 20:08:45.035119+00,
3d97f858-6cb5-4048-80ad-0ba8143ac977,euniciooliveiraoficial,Eunício Oliveira,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,CE,Não Informado,Não Informada,0,Ativo,2026-05-01 20:08:26.026506+00,
e4299c8a-56be-4d83-96c6-0e485dafcd13,camilosantanaoficial,Camilo Santana,Ministro da Educação e ex-governador do Ceará.,Pré-candidato,Masculino,Branca,CE,PT,Esquerda,1503646,Ativo,2026-05-01 20:07:28.757098+00,
16078f46-2cc7-4977-9a3b-7a6e478fe286,orlandoteixeiraoficial,Orlando Teixeira,Perfil político em monitoramento.,Vice-Governador,Masculino,Não Informado,CE,Não Informado,Não Informada,17,Ativo,2026-05-01 20:07:09.699723+00,
e84a3265-bc02-4257-b735-d38df7947379,elmanofreitasoficial,Elmano Freitas,Governador do Ceará.,Governador,Masculino,Branca,CE,PT,Esquerda,0,Ativo,2026-05-01 20:06:50.680585+00,
d9336773-4a11-44d0-bbeb-cd47d2a97e02,jacqueswagneroficial,Jacques Wagner,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,BA,Não Informado,Não Informada,0,Ativo,2026-05-01 20:06:31.668+00,
3398432b-51a3-44ae-9aa2-791e69de8c6a,ruicostaoficial,Rui Costa,Ministro da Casa Civil e ex-governador da Bahia.,Pré-candidato,Masculino,Parda,BA,PT,Esquerda,770755,Ativo,2026-05-01 20:05:34.189395+00,
1d1eff40-2593-4490-b618-00fb0e2d674b,joaoleaooficial,João Leão,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,BA,Não Informado,Não Informada,54839,Ativo,2026-05-01 20:04:43.961049+00,
d27dfdc4-ea6f-4c00-8a6e-fa62357a02b8,geraldomagelaoficial,Geraldo Magela,Perfil político em monitoramento.,Vice-Governador,Masculino,Não Informado,BA,Não Informado,Não Informada,116,Ativo,2026-05-01 20:00:23.526364+00,
74b13900-bd18-44e2-867a-1dbc8d81f23c,jeronomorodriguesoficial,Jerônimo Rodrigues,Perfil político em monitoramento.,Governador,Masculino,Não Informado,BA,Não Informado,Não Informada,0,Ativo,2026-05-01 20:00:04.322446+00,
48f04c16-6e4b-4ce2-849a-f3082006d967,josericardowendlingoficial,José Ricardo Wendling,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,AM,Não Informado,Não Informada,0,Ativo,2026-05-01 19:59:45.279934+00,
557ee464-b771-484a-8fd3-bd474ed6e8a2,professor_italo,Vereador Professor Italo,"Vereador de 3 mandatos em Parnamirim/RN
📚 Professor de História 
🌍 Aprendendo viajando: 🇦🇷🇺🇾🇫🇷🇨🇱🇺🇸🇵🇹🇮🇹🇧🇪🇻🇦🇵🇾
🎀 Pai de menina
🎓Pós em Gestão Pública",Vereador,Masculino,Não Informado,,Não Informado,Não Informada,12638,Ativo,2026-05-01 19:58:30.48791+00,
d24c7827-8277-4381-8c45-1184a6ed2f01,ari.do.ovo,Ari do Ovo,"📚 Técnico em Iluminação
💙 Apaixonado por Parnamirim - RN
📍 Empresário do Ramo de Ovos
🏡 Pai 🧑‍🧑‍🧒‍🧒",Influenciador Político,Masculino,Não Informado,,Não Informado,Não Informada,5295,Ativo,2026-05-01 19:57:40.222827+00,
210c82a1-b29f-4d0f-80e5-82e39ff78ae5,magnomalta,Magno Malta,Senador pelo Espírito Santo.,Senador,Masculino,Branca,ES,PL,Direita,0,Ativo,2026-05-01 19:57:21.086098+00,
b2d4c607-22f2-421d-8d03-978f6686af4c,omarazizoficial,Omar Aziz,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,AM,Não Informado,Não Informada,5,Ativo,2026-05-01 19:57:02.048348+00,
69ddad8d-342e-44d0-bac6-bde8af3ad9bc,eduardobragaoficial,Eduardo Braga,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,AM,Não Informado,Não Informada,747,Ativo,2026-05-01 19:56:22.544624+00,
efe6221d-8647-4121-ba31-73b91c48c643,carlosmotaoficial,Carlos da Silva Mota,Perfil político em monitoramento.,Vice-Governador,Masculino,Não Informado,AM,Não Informado,Não Informada,0,Ativo,2026-05-01 19:56:03.575632+00,
9fa450fa-8e62-4b02-a8dd-36268d81239c,wilsonlimaoficial,Wilson Lima,Governador do Amazonas.,Governador,Masculino,Parda,AM,UNIÃO,Direita,2988,Ativo,2026-05-01 19:55:11.640591+00,
781a1963-5285-4ccd-9a0e-027b00a750a2,janainacavalcanteoficial,Janaína Cavalcante,Perfil político em monitoramento.,Pré-candidato,Feminino,Não Informado,AP,Não Informado,Não Informada,0,Ativo,2026-05-01 19:54:52.574908+00,
2e84b20e-fb7b-4707-9f94-3be692ae7a7a,robinsonfariasoficial,Robinson Farias,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,AP,Não Informado,Não Informada,0,Ativo,2026-05-01 19:54:33.646642+00,
2fa7c394-5a64-40a0-afb8-5978be4e83c2,waldezgoesoficial,Waldez Góes,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,AP,Não Informado,Não Informada,78795,Ativo,2026-05-01 19:53:38.467022+00,
d69f940c-f08a-4183-9cbe-e2feab3cb668,tabataamaralsp,Tabata Amaral,Deputada Federal por São Paulo.,Deputado Federal,Feminino,Branca,SP,PSB,Centro-Esquerda,2136587,Ativo,2026-05-01 19:52:22.443959+00,
adf7f050-cc17-41af-b5cc-5da50d1cda93,papaleopaesoficial,Papaléo Paes,Perfil político em monitoramento.,Vice-Governador,Masculino,Não Informado,AP,Não Informado,Não Informada,0,Ativo,2026-05-01 19:52:03.412655+00,
af179f9c-c9dd-4539-a1ef-19d5a75afc22,talescastroap,Tales Castro,Perfil político em monitoramento.,Governador,Masculino,Não Informado,AP,Não Informado,Não Informada,0,Ativo,2026-05-01 19:50:48.21437+00,
6916a0ea-4145-4ef9-9827-b12c7c438efb,mauricioquintellaoficial,Mauricio Quintella Lessa,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,AL,Não Informado,Não Informada,0,Ativo,2026-05-01 19:50:29.309071+00,
76d93d10-3d9e-4df6-af75-fea6b9316144,simonetebet,Simone Tebet,Ministra do Planejamento e candidata à presidência em 2022.,Senador,Feminino,Branca,MS,MDB,Centro,1627531,Ativo,2026-05-01 19:50:10.196596+00,
de439145-05d3-4e5c-948a-5505dd980e6e,coronelbrilhantern,Tenente Coronel Brilhante,Perfil político em monitoramento.,Influenciador Político,Masculino,Não Informado,RN,Não Informado,Não Informada,86642,Ativo,2026-05-01 19:49:51.233612+00,
21ce30ef-bc7d-4f5a-9c1e-edfa810a0458,generalpazuello.oficial,General Pazuello,Perfil político em monitoramento.,Institucional,Masculino,Não Informado,BR,Não Informado,Não Informada,513744,Ativo,2026-05-01 19:49:32.184361+00,
8b5475af-9316-4ed2-b51c-190de3dfdb7e,pastorhenriquevieira,Henrique Vieira,Perfil político em monitoramento.,Influenciador Político,Masculino,Não Informado,RJ,Não Informado,Não Informada,1407069,Ativo,2026-05-01 19:49:13.235542+00,
b6224a10-128c-441f-a5ec-363142b3b5b7,lucianobarbosaoficial,Luciano Barbosa,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,AL,Não Informado,Não Informada,47,Ativo,2026-05-01 19:48:54.254786+00,
d884b722-6c94-4f2e-9727-c9b1d750736c,danilocabraloficial,Danilo Cabral,Perfil político em monitoramento.,Pré-candidato,Masculino,Não Informado,AL,Não Informado,Não Informada,0,Ativo,2026-05-01 19:48:35.154803+00,
